RESTAURANT NAME,COUNTRY,CITY,DAYS OF WEEK,START TIME(HOUR),START TIME(MINUTE),END TIME(HOUR),END TIME(MINUTE)
Bachi Kitchen,US,Las Vegas,6,09,00,21,00
Bacon Boys,US,Las Vegas,0,06,00,22,00
Bacon Boys,US,Las Vegas,1,06,00,22,00
Bacon Boys,US,Las Vegas,2,06,00,22,00
Bacon Boys,US,Las Vegas,3,06,00,22,00
Bacon Boys,US,Las Vegas,4,06,00,22,00
Bacon Boys,US,Las Vegas,5,06,00,22,00
Bacon Boys,US,Las Vegas,6,06,00,22,00
Badger Cafe,US,Las Vegas,0,00,00,00,00
Badger Cafe,US,Las Vegas,1,00,00,00,00
Badger Cafe,US,Las Vegas,2,00,00,00,00
Badger Cafe,US,Las Vegas,3,00,00,00,00
Badger Cafe,US,Las Vegas,4,00,00,00,00
Badger Cafe,US,Las Vegas,5,00,00,00,00
Badger Cafe,US,Las Vegas,6,00,00,00,00
Baguette Cafe,US,Las Vegas,0,07,00,17,00
Baguette Cafe,US,Las Vegas,1,07,00,17,00
Baguette Cafe,US,Las Vegas,2,07,00,17,00
Baguette Cafe,US,Las Vegas,3,07,00,17,00
Baguette Cafe,US,Las Vegas,4,07,00,17,00
Baguette Cafe,US,Las Vegas,5,09,00,15,00
Baguette Cafe,US,Las Vegas,6,09,00,15,00
Bahama Breeze,US,Las Vegas,0,11,00,00,00
Bahama Breeze,US,Las Vegas,1,11,00,00,00
Bahama Breeze,US,Las Vegas,2,11,00,00,00
Bahama Breeze,US,Las Vegas,3,11,00,00,00
Bahama Breeze,US,Las Vegas,4,11,00,00,00
Bahama Breeze,US,Las Vegas,5,11,00,00,00
Bahama Breeze,US,Las Vegas,6,11,00,00,00
Baja Bar & Grill,US,Las Vegas,0,10,30,23,00
Baja Bar & Grill,US,Las Vegas,1,10,30,23,00
Baja Bar & Grill,US,Las Vegas,2,10,30,23,00
Baja Bar & Grill,US,Las Vegas,3,10,30,23,00
Baja Bar & Grill,US,Las Vegas,4,10,30,23,00
Baja Bar & Grill,US,Las Vegas,5,11,00,21,00
Baja Bar & Grill,US,Las Vegas,6,11,00,18,00
Bazaar Meat by José Andrés,US,Las Vegas,0,17,30,22,00
Bazaar Meat by José Andrés,US,Las Vegas,1,17,30,22,00
Bazaar Meat by José Andrés,US,Las Vegas,2,17,30,22,00
Bazaar Meat by José Andrés,US,Las Vegas,3,17,30,22,00
Bazaar Meat by José Andrés,US,Las Vegas,4,17,30,23,00
Bazaar Meat by José Andrés,US,Las Vegas,5,17,30,23,00
Bazaar Meat by José Andrés,US,Las Vegas,6,17,30,22,00
Beauty & Essex,US,Las Vegas,0,17,00,01,00
Beauty & Essex,US,Las Vegas,1,17,00,00,00
Beauty & Essex,US,Las Vegas,2,17,00,00,00
Beauty & Essex,US,Las Vegas,3,17,00,00,00
Beauty & Essex,US,Las Vegas,4,17,00,01,00
Beauty & Essex,US,Las Vegas,5,17,00,01,00
Beauty & Essex,US,Las Vegas,6,17,00,00,00
Big Wong Restaurant,US,Las Vegas,0,10,00,23,00
Big Wong Restaurant,US,Las Vegas,1,10,00,23,00
Big Wong Restaurant,US,Las Vegas,2,10,00,23,00
Big Wong Restaurant,US,Las Vegas,3,10,00,23,00
Big Wong Restaurant,US,Las Vegas,4,10,00,23,00
Big Wong Restaurant,US,Las Vegas,5,10,00,23,00
Big Wong Restaurant,US,Las Vegas,6,10,00,23,00
Bite Breakfast & Lunch,US,Las Vegas,0,08,00,15,00
Bite Breakfast & Lunch,US,Las Vegas,1,08,00,15,00
Bite Breakfast & Lunch,US,Las Vegas,2,08,00,15,00
Bite Breakfast & Lunch,US,Las Vegas,3,08,00,15,00
Bite Breakfast & Lunch,US,Las Vegas,4,08,00,15,00
Bite Breakfast & Lunch,US,Las Vegas,5,08,00,15,00
Bite Breakfast & Lunch,US,Las Vegas,6,08,00,15,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,0,11,00,03,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,1,11,00,03,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,2,11,00,03,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,3,11,00,03,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,4,11,00,03,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,5,11,00,03,00
Biwon Korean BBQ & Sushi Restaurant,US,Las Vegas,6,11,00,03,00
Black Bear Diner,US,Las Vegas,0,06,00,22,00
Black Bear Diner,US,Las Vegas,1,06,00,22,00
Black Bear Diner,US,Las Vegas,2,06,00,22,00
Black Bear Diner,US,Las Vegas,3,06,00,22,00
Black Bear Diner,US,Las Vegas,4,06,00,22,00
Black Bear Diner,US,Las Vegas,5,06,00,22,00
Black Bear Diner,US,Las Vegas,6,06,00,22,00
Blossom,US,Las Vegas,0,06,00,22,30
Blossom,US,Las Vegas,1,06,00,22,30
Blossom,US,Las Vegas,2,06,00,22,30
Blossom,US,Las Vegas,3,06,00,22,30
Blossom,US,Las Vegas,4,06,00,22,30
Blossom,US,Las Vegas,5,06,00,22,30
Blossom,US,Las Vegas,6,06,00,22,30
Blueberry Hill Family Restaurant,US,Las Vegas,0,00,00,00,00
Blueberry Hill Family Restaurant,US,Las Vegas,1,00,00,00,00
Blueberry Hill Family Restaurant,US,Las Vegas,2,00,00,00,00
Blueberry Hill Family Restaurant,US,Las Vegas,3,00,00,00,00
Blueberry Hill Family Restaurant,US,Las Vegas,4,00,00,00,00
Blueberry Hill Family Restaurant,US,Las Vegas,5,00,00,00,00
Blueberry Hill Family Restaurant,US,Las Vegas,6,00,00,00,00
Boba Hut,US,Las Vegas,0,11,00,22,00
Boba Hut,US,Las Vegas,1,11,00,22,00
Boba Hut,US,Las Vegas,2,11,00,22,00
Boba Hut,US,Las Vegas,3,11,00,22,00
Boba Hut,US,Las Vegas,4,11,00,00,00
Boba Hut,US,Las Vegas,5,11,00,00,00
Boba Hut,US,Las Vegas,6,11,00,22,00
Bocho Sushi,US,Las Vegas,0,11,00,22,00
Bocho Sushi,US,Las Vegas,1,11,00,22,00
Bocho Sushi,US,Las Vegas,2,11,00,22,00
Bocho Sushi,US,Las Vegas,3,11,00,22,00
Bocho Sushi,US,Las Vegas,4,11,00,22,30
Bocho Sushi,US,Las Vegas,5,17,00,22,30
Bonito Michoacan,US,Las Vegas,0,10,00,22,00
Bonito Michoacan,US,Las Vegas,1,10,00,22,00
Bonito Michoacan,US,Las Vegas,2,10,00,22,00
Bonito Michoacan,US,Las Vegas,3,10,00,23,00
Bonito Michoacan,US,Las Vegas,4,10,00,23,00
Bonito Michoacan,US,Las Vegas,5,09,00,23,00
Bonito Michoacan,US,Las Vegas,6,09,00,23,00
Border Grill,US,Las Vegas,0,11,30,22,00
Border Grill,US,Las Vegas,1,11,30,22,00
Border Grill,US,Las Vegas,2,11,30,22,00
Border Grill,US,Las Vegas,3,11,30,22,00
Border Grill,US,Las Vegas,4,11,30,22,00
Border Grill,US,Las Vegas,5,10,00,22,00
Border Grill,US,Las Vegas,6,10,00,22,00
Bottiglia Cucina & Enoteca,US,Las Vegas,0,17,00,22,00
Bottiglia Cucina & Enoteca,US,Las Vegas,1,17,00,22,00
Bottiglia Cucina & Enoteca,US,Las Vegas,2,17,00,22,00
Bottiglia Cucina & Enoteca,US,Las Vegas,3,17,00,22,00
Bottiglia Cucina & Enoteca,US,Las Vegas,4,17,00,23,00
Bottiglia Cucina & Enoteca,US,Las Vegas,5,17,00,23,00
Bottiglia Cucina & Enoteca,US,Las Vegas,6,11,00,15,30
Bottiglia Cucina & Enoteca,US,Las Vegas,6,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,0,07,00,13,00
Bouchon at the Venezia Tower,US,Las Vegas,0,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,1,07,00,13,00
Bouchon at the Venezia Tower,US,Las Vegas,1,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,2,07,00,13,00
Bouchon at the Venezia Tower,US,Las Vegas,2,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,3,07,00,13,00
Bouchon at the Venezia Tower,US,Las Vegas,3,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,4,07,00,14,00
Bouchon at the Venezia Tower,US,Las Vegas,4,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,5,07,00,14,00
Bouchon at the Venezia Tower,US,Las Vegas,5,17,00,22,00
Bouchon at the Venezia Tower,US,Las Vegas,6,07,00,14,00
Bouchon at the Venezia Tower,US,Las Vegas,6,17,00,22,00
Bruxie,US,Las Vegas,0,09,00,23,00
Bruxie,US,Las Vegas,1,09,00,23,00
Bruxie,US,Las Vegas,2,09,00,23,00
Bruxie,US,Las Vegas,3,09,00,23,00
Bruxie,US,Las Vegas,4,09,00,00,00
Bruxie,US,Las Vegas,5,09,00,00,00
Bruxie,US,Las Vegas,6,09,00,23,00
Buddy V's Ristorante,US,Las Vegas,0,11,30,22,00
Buddy V's Ristorante,US,Las Vegas,1,11,30,22,00
Buddy V's Ristorante,US,Las Vegas,2,11,30,22,00
Buddy V's Ristorante,US,Las Vegas,3,11,30,22,00
Buddy V's Ristorante,US,Las Vegas,4,11,30,23,00
Buddy V's Ristorante,US,Las Vegas,5,11,30,23,00
Buddy V's Ristorante,US,Las Vegas,6,10,30,22,00
Burger Bar,US,Las Vegas,0,11,00,23,00
Burger Bar,US,Las Vegas,1,11,00,23,00
Burger Bar,US,Las Vegas,2,11,00,23,00
Burger Bar,US,Las Vegas,3,11,00,23,00
Burger Bar,US,Las Vegas,4,11,00,01,00
Burger Bar,US,Las Vegas,5,11,00,01,00
Burger Bar,US,Las Vegas,6,11,00,23,00
Cafe 6,US,Las Vegas,0,11,00,14,00
Cafe 6,US,Las Vegas,0,17,00,22,00
Cafe 6,US,Las Vegas,1,11,00,14,00
Cafe 6,US,Las Vegas,1,17,00,22,00
Cafe 6,US,Las Vegas,2,11,00,14,00
Cafe 6,US,Las Vegas,2,17,00,22,00
Cafe 6,US,Las Vegas,3,11,00,14,00
Cafe 6,US,Las Vegas,3,17,00,22,00
Cafe 6,US,Las Vegas,4,11,00,14,00
Cafe 6,US,Las Vegas,4,17,00,22,00
Cafe 6,US,Las Vegas,5,11,00,14,00
Cafe 6,US,Las Vegas,5,17,00,22,00
Cafe 6,US,Las Vegas,6,11,00,14,00
Cafe 6,US,Las Vegas,6,17,00,22,00
Cafe Mayakovsky,US,Las Vegas,0,11,00,23,00
Cafe Mayakovsky,US,Las Vegas,1,11,00,23,00
Cafe Mayakovsky,US,Las Vegas,2,11,00,23,00
Cafe Mayakovsky,US,Las Vegas,3,11,00,23,00
Cafe Mayakovsky,US,Las Vegas,4,11,00,23,00
Cafe Mayakovsky,US,Las Vegas,5,11,00,01,00
Cafe Mayakovsky,US,Las Vegas,6,12,00,22,00
Café Berlin,US,Las Vegas,0,11,00,20,00
Café Berlin,US,Las Vegas,1,11,00,20,00
Café Berlin,US,Las Vegas,2,11,00,20,00
Café Berlin,US,Las Vegas,3,11,00,20,00
Café Berlin,US,Las Vegas,4,11,00,20,00
Café Berlin,US,Las Vegas,5,16,00,21,00
Café Berlin,US,Las Vegas,6,16,00,21,00
Casanova,US,Las Vegas,0,08,00,23,00
Casanova,US,Las Vegas,1,08,00,23,00
Casanova,US,Las Vegas,2,08,00,23,00
Casanova,US,Las Vegas,3,08,00,23,00
Casanova,US,Las Vegas,4,08,00,00,00
Casanova,US,Las Vegas,5,08,00,00,00
Casanova,US,Las Vegas,6,08,00,23,00
Chao Thai Restaurant,US,Las Vegas,0,10,30,21,00
Chao Thai Restaurant,US,Las Vegas,1,10,30,21,00
Chao Thai Restaurant,US,Las Vegas,2,10,30,21,00
Chao Thai Restaurant,US,Las Vegas,3,10,30,21,00
Chao Thai Restaurant,US,Las Vegas,4,10,30,21,00
Chao Thai Restaurant,US,Las Vegas,6,10,30,21,00
Chef Ching's Kitchen,US,Las Vegas,0,11,00,22,00
Chef Ching's Kitchen,US,Las Vegas,1,11,00,22,00
Chef Ching's Kitchen,US,Las Vegas,2,11,00,22,00
Chef Ching's Kitchen,US,Las Vegas,3,11,00,22,00
Chef Ching's Kitchen,US,Las Vegas,4,11,00,22,00
Chef Ching's Kitchen,US,Las Vegas,5,11,00,22,00
Chef Marc's Trattoria,US,Las Vegas,2,16,30,22,00
Chef Marc's Trattoria,US,Las Vegas,3,16,30,22,00
Chef Marc's Trattoria,US,Las Vegas,4,16,30,22,00
Chef Marc's Trattoria,US,Las Vegas,5,16,30,22,00
Chef Marc's Trattoria,US,Las Vegas,6,16,30,22,00
Chengdu Taste,US,Las Vegas,0,11,00,15,00
Chengdu Taste,US,Las Vegas,0,17,00,22,00
Chengdu Taste,US,Las Vegas,1,11,00,15,00
Chengdu Taste,US,Las Vegas,1,17,00,22,00
Chengdu Taste,US,Las Vegas,2,11,00,15,00
Chengdu Taste,US,Las Vegas,2,17,00,22,00
Chengdu Taste,US,Las Vegas,3,11,00,15,00
Chengdu Taste,US,Las Vegas,3,17,00,22,00
Chengdu Taste,US,Las Vegas,4,11,00,15,00
Chengdu Taste,US,Las Vegas,4,17,00,22,00
Chengdu Taste,US,Las Vegas,5,11,00,15,00
Chengdu Taste,US,Las Vegas,5,17,00,22,00
Chengdu Taste,US,Las Vegas,6,11,00,15,00
Chengdu Taste,US,Las Vegas,6,17,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,0,09,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,1,09,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,2,09,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,3,09,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,4,09,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,5,09,00,22,00
Chickpeas Mediterranean Cafe,US,Las Vegas,6,09,00,22,00
Chow,US,Las Vegas,1,11,30,20,00
Chow,US,Las Vegas,2,11,30,20,00
Chow,US,Las Vegas,3,11,30,20,00
Chow,US,Las Vegas,4,11,30,20,00
Chow,US,Las Vegas,5,11,30,20,00
Cleo,US,Las Vegas,0,18,00,22,30
Cleo,US,Las Vegas,1,18,00,22,30
Cleo,US,Las Vegas,2,18,00,22,30
Cleo,US,Las Vegas,3,18,00,22,30
Cleo,US,Las Vegas,4,18,00,23,00
Cleo,US,Las Vegas,5,18,00,23,00
Cleo,US,Las Vegas,6,18,00,22,30
Coco's Bakery Restaurant,US,Las Vegas,0,00,00,00,00
Coco's Bakery Restaurant,US,Las Vegas,1,00,00,00,00
Coco's Bakery Restaurant,US,Las Vegas,2,00,00,00,00
Coco's Bakery Restaurant,US,Las Vegas,3,00,00,00,00
Coco's Bakery Restaurant,US,Las Vegas,4,00,00,00,00
Coco's Bakery Restaurant,US,Las Vegas,5,00,00,00,00
Coco's Bakery Restaurant,US,Las Vegas,6,00,00,00,00
Cornish Pasty,US,Las Vegas,0,11,00,02,00
Cornish Pasty,US,Las Vegas,1,11,00,02,00
Cornish Pasty,US,Las Vegas,2,11,00,02,00
Cornish Pasty,US,Las Vegas,3,11,00,02,00
Cornish Pasty,US,Las Vegas,4,11,00,02,00
Cornish Pasty,US,Las Vegas,5,11,00,02,00
Cornish Pasty,US,Las Vegas,6,11,00,02,00
Crab Corner,US,Las Vegas,0,11,00,22,00
Crab Corner,US,Las Vegas,1,11,00,22,00
Crab Corner,US,Las Vegas,2,11,00,22,00
Crab Corner,US,Las Vegas,3,11,00,22,00
Crab Corner,US,Las Vegas,4,11,00,22,00
Crab Corner,US,Las Vegas,5,11,00,22,00
Crab Corner,US,Las Vegas,6,10,00,21,00
Cuba Cafe,US,Las Vegas,0,11,00,21,00
Cuba Cafe,US,Las Vegas,1,11,00,21,00
Cuba Cafe,US,Las Vegas,2,11,00,21,00
Cuba Cafe,US,Las Vegas,3,11,00,21,00
Cuba Cafe,US,Las Vegas,4,11,00,22,00
Cuba Cafe,US,Las Vegas,5,11,00,22,00
Cuba Cafe,US,Las Vegas,6,11,00,21,00
Cucina by Wolfgang Puck,US,Las Vegas,0,11,30,22,00
Cucina by Wolfgang Puck,US,Las Vegas,1,11,30,22,00
Cucina by Wolfgang Puck,US,Las Vegas,2,11,30,22,00
Cucina by Wolfgang Puck,US,Las Vegas,3,11,30,22,00
Cucina by Wolfgang Puck,US,Las Vegas,4,11,30,23,00
Cucina by Wolfgang Puck,US,Las Vegas,5,11,30,23,00
Cucina by Wolfgang Puck,US,Las Vegas,6,11,30,22,00
Culinary Dropout,US,Las Vegas,0,11,00,23,00
Culinary Dropout,US,Las Vegas,1,11,00,23,00
Culinary Dropout,US,Las Vegas,2,11,00,23,00
Culinary Dropout,US,Las Vegas,3,11,00,23,00
Culinary Dropout,US,Las Vegas,4,11,00,00,00
Culinary Dropout,US,Las Vegas,5,10,00,00,00
Culinary Dropout,US,Las Vegas,6,10,00,23,00
Cutting Board Filipino Gastropub,US,Las Vegas,0,16,00,00,00
Cutting Board Filipino Gastropub,US,Las Vegas,2,16,00,00,00
Cutting Board Filipino Gastropub,US,Las Vegas,3,16,00,00,00
Cutting Board Filipino Gastropub,US,Las Vegas,4,11,30,00,00
Cutting Board Filipino Gastropub,US,Las Vegas,5,11,30,00,00
Cutting Board Filipino Gastropub,US,Las Vegas,6,11,30,00,00
Della's Kitchen,US,Las Vegas,0,06,30,14,00
Della's Kitchen,US,Las Vegas,1,06,30,14,00
Della's Kitchen,US,Las Vegas,2,06,30,14,00
Della's Kitchen,US,Las Vegas,3,06,30,14,00
Della's Kitchen,US,Las Vegas,4,06,30,14,00
Della's Kitchen,US,Las Vegas,5,06,30,14,00
Della's Kitchen,US,Las Vegas,6,06,30,14,00
Diamond Chinese Restaurant,US,Las Vegas,0,11,00,00,00
Diamond Chinese Restaurant,US,Las Vegas,1,11,00,00,00
Diamond Chinese Restaurant,US,Las Vegas,2,11,00,00,00
Diamond Chinese Restaurant,US,Las Vegas,3,11,00,00,00
Diamond Chinese Restaurant,US,Las Vegas,4,11,00,00,00
Diamond Chinese Restaurant,US,Las Vegas,5,11,00,00,00
Diamond Chinese Restaurant,US,Las Vegas,6,11,00,00,00
District One Kitchen & Bar,US,Las Vegas,0,11,00,02,00
District One Kitchen & Bar,US,Las Vegas,2,11,00,02,00
District One Kitchen & Bar,US,Las Vegas,3,11,00,02,00
District One Kitchen & Bar,US,Las Vegas,4,11,00,02,00
District One Kitchen & Bar,US,Las Vegas,5,11,00,02,00
District One Kitchen & Bar,US,Las Vegas,6,11,00,02,00
DJ's Taco Bar,US,Las Vegas,0,11,00,00,00
DJ's Taco Bar,US,Las Vegas,1,11,00,00,00
DJ's Taco Bar,US,Las Vegas,2,11,00,00,00
DJ's Taco Bar,US,Las Vegas,3,11,00,00,00
DJ's Taco Bar,US,Las Vegas,4,11,00,04,00
DJ's Taco Bar,US,Las Vegas,5,11,00,04,00
DJ's Taco Bar,US,Las Vegas,6,11,00,00,00
Dog Haus,US,Las Vegas,0,11,00,04,00
Dog Haus,US,Las Vegas,1,11,00,04,00
Dog Haus,US,Las Vegas,2,11,00,04,00
Dog Haus,US,Las Vegas,3,11,00,04,00
Dog Haus,US,Las Vegas,4,11,00,04,00
Dog Haus,US,Las Vegas,5,11,00,04,00
Dog Haus,US,Las Vegas,6,11,00,04,00
Dong Ting Spring,US,Las Vegas,0,10,00,22,00
Dong Ting Spring,US,Las Vegas,1,10,00,22,00
Dong Ting Spring,US,Las Vegas,2,10,00,22,00
Dong Ting Spring,US,Las Vegas,3,10,00,22,00
Dong Ting Spring,US,Las Vegas,4,10,00,22,00
Dong Ting Spring,US,Las Vegas,5,10,00,22,00
Dong Ting Spring,US,Las Vegas,6,10,00,22,00
Donut Bar,US,Las Vegas,0,07,00,13,00
Donut Bar,US,Las Vegas,1,07,00,13,00
Donut Bar,US,Las Vegas,2,07,00,13,00
Donut Bar,US,Las Vegas,3,07,00,13,00
Donut Bar,US,Las Vegas,4,07,00,13,00
Donut Bar,US,Las Vegas,5,08,00,13,00
Donut Bar,US,Las Vegas,6,08,00,13,00
Dragon Grille,US,Las Vegas,0,11,00,22,00
Dragon Grille,US,Las Vegas,1,11,00,22,00
Dragon Grille,US,Las Vegas,2,11,00,22,00
Dragon Grille,US,Las Vegas,3,11,00,22,00
Dragon Grille,US,Las Vegas,4,11,00,00,00
Dragon Grille,US,Las Vegas,5,11,00,00,00
Du-Par's,US,Las Vegas,0,00,00,00,00
Du-Par's,US,Las Vegas,1,00,00,00,00
Du-Par's,US,Las Vegas,2,00,00,00,00
Du-Par's,US,Las Vegas,3,00,00,00,00
Du-Par's,US,Las Vegas,4,00,00,00,00
Du-Par's,US,Las Vegas,5,00,00,00,00
Du-Par's,US,Las Vegas,6,00,00,00,00
DW Bistro,US,Las Vegas,0,11,00,15,00
DW Bistro,US,Las Vegas,1,11,00,21,00
DW Bistro,US,Las Vegas,2,11,00,21,00
DW Bistro,US,Las Vegas,3,11,00,21,00
DW Bistro,US,Las Vegas,4,11,00,22,00
DW Bistro,US,Las Vegas,5,10,00,22,00
DW Bistro,US,Las Vegas,6,10,00,14,00
E-Jo Korean Restaurant,US,Las Vegas,0,08,00,22,00
E-Jo Korean Restaurant,US,Las Vegas,1,08,00,22,00
E-Jo Korean Restaurant,US,Las Vegas,2,08,00,22,00
E-Jo Korean Restaurant,US,Las Vegas,3,08,00,22,00
E-Jo Korean Restaurant,US,Las Vegas,4,08,00,22,00
E-Jo Korean Restaurant,US,Las Vegas,5,08,00,22,00
E-Jo Korean Restaurant,US,Las Vegas,6,08,00,22,00
Earl of Sandwich,US,Las Vegas,0,06,00,00,00
Earl of Sandwich,US,Las Vegas,1,06,00,00,00
Earl of Sandwich,US,Las Vegas,2,06,00,00,00
Earl of Sandwich,US,Las Vegas,3,06,00,00,00
Earl of Sandwich,US,Las Vegas,4,06,00,01,00
Earl of Sandwich,US,Las Vegas,5,06,00,01,00
Earl of Sandwich,US,Las Vegas,6,06,00,22,00
eat.,US,Las Vegas,0,08,00,15,00
eat.,US,Las Vegas,1,08,00,15,00
eat.,US,Las Vegas,2,08,00,15,00
eat.,US,Las Vegas,3,08,00,15,00
eat.,US,Las Vegas,4,08,00,15,00
eat.,US,Las Vegas,5,08,00,14,00
eat.,US,Las Vegas,6,08,00,14,00
Echo & Rig,US,Las Vegas,0,11,00,23,00
Echo & Rig,US,Las Vegas,1,11,00,23,00
Echo & Rig,US,Las Vegas,2,11,00,23,00
Echo & Rig,US,Las Vegas,3,11,00,23,00
Echo & Rig,US,Las Vegas,4,11,00,23,00
Echo & Rig,US,Las Vegas,5,09,00,23,00
Echo & Rig,US,Las Vegas,6,09,00,23,00
Egg Works,US,Las Vegas,0,06,00,15,00
Egg Works,US,Las Vegas,1,06,00,15,00
Egg Works,US,Las Vegas,2,06,00,15,00
Egg Works,US,Las Vegas,3,06,00,15,00
Egg Works,US,Las Vegas,4,06,00,15,00
Egg Works,US,Las Vegas,5,06,00,15,00
Egg Works,US,Las Vegas,6,06,00,15,00
Eggslut,US,Las Vegas,0,07,00,16,00
Eggslut,US,Las Vegas,1,07,00,16,00
Eggslut,US,Las Vegas,2,07,00,16,00
Eggslut,US,Las Vegas,3,07,00,16,00
Eggslut,US,Las Vegas,4,07,00,19,00
Eggslut,US,Las Vegas,5,00,00,19,00
Eggslut,US,Las Vegas,6,00,00,16,00
El Sombrero Mexican Bistro,US,Las Vegas,0,11,00,21,00
El Sombrero Mexican Bistro,US,Las Vegas,1,11,00,21,00
El Sombrero Mexican Bistro,US,Las Vegas,2,11,00,21,00
El Sombrero Mexican Bistro,US,Las Vegas,3,11,00,21,00
El Sombrero Mexican Bistro,US,Las Vegas,4,11,00,22,00
El Sombrero Mexican Bistro,US,Las Vegas,5,11,00,22,00
El Sombrero Mexican Bistro,US,Las Vegas,6,11,00,15,00
Ely's Restaurant,US,Las Vegas,0,07,00,19,00
Ely's Restaurant,US,Las Vegas,1,07,00,19,00
Ely's Restaurant,US,Las Vegas,2,07,00,19,00
Ely's Restaurant,US,Las Vegas,3,07,00,19,00
Ely's Restaurant,US,Las Vegas,4,07,00,19,00
Ely's Restaurant,US,Las Vegas,5,07,00,19,00
Ely's Restaurant,US,Las Vegas,6,07,00,19,00
Fat Boy,US,Las Vegas,0,10,00,21,00
Fat Boy,US,Las Vegas,1,10,00,21,00
Fat Boy,US,Las Vegas,2,10,00,21,00
Fat Boy,US,Las Vegas,3,10,00,21,00
Fat Boy,US,Las Vegas,4,10,00,22,00
Fat Boy,US,Las Vegas,5,10,00,22,00
Fat Boy,US,Las Vegas,6,10,00,21,00
Fat Choy,US,Las Vegas,0,11,00,22,00
Fat Choy,US,Las Vegas,1,11,00,22,00
Fat Choy,US,Las Vegas,2,11,00,22,00
Fat Choy,US,Las Vegas,3,11,00,22,00
Fat Choy,US,Las Vegas,4,11,00,00,00
Fat Choy,US,Las Vegas,5,11,00,00,00
Fat Choy,US,Las Vegas,6,09,00,22,00
Fish N Bowl,US,Las Vegas,0,11,30,21,00
Fish N Bowl,US,Las Vegas,2,11,30,21,00
Fish N Bowl,US,Las Vegas,3,11,30,21,00
Fish N Bowl,US,Las Vegas,4,11,30,21,00
Fish N Bowl,US,Las Vegas,5,11,30,21,00
Fish N Bowl,US,Las Vegas,6,11,30,20,00
Flippin' Good Burgers & Shakes,US,Las Vegas,0,11,00,23,00
Flippin' Good Burgers & Shakes,US,Las Vegas,1,11,00,23,00
Flippin' Good Burgers & Shakes,US,Las Vegas,2,11,00,23,00
Flippin' Good Burgers & Shakes,US,Las Vegas,3,11,00,00,00
Flippin' Good Burgers & Shakes,US,Las Vegas,4,11,00,02,00
Flippin' Good Burgers & Shakes,US,Las Vegas,5,11,00,02,00
Flippin' Good Burgers & Shakes,US,Las Vegas,6,11,00,23,00
Flock & Fowl,US,Las Vegas,1,10,30,15,30
Flock & Fowl,US,Las Vegas,2,10,30,15,30
Flock & Fowl,US,Las Vegas,3,10,30,15,30
Flock & Fowl,US,Las Vegas,4,10,30,15,30
Flock & Fowl,US,Las Vegas,5,10,30,15,30
Forte European Tapas Bar and Bistro,US,Las Vegas,0,17,00,22,00
Forte European Tapas Bar and Bistro,US,Las Vegas,1,12,00,22,00
Forte European Tapas Bar and Bistro,US,Las Vegas,2,12,00,22,00
Forte European Tapas Bar and Bistro,US,Las Vegas,3,12,00,22,00
Forte European Tapas Bar and Bistro,US,Las Vegas,4,12,00,22,00
Forte European Tapas Bar and Bistro,US,Las Vegas,5,12,00,22,00
Forte European Tapas Bar and Bistro,US,Las Vegas,6,17,00,22,00
Frankie's Pizza,US,Las Vegas,0,11,00,20,00
Frankie's Pizza,US,Las Vegas,1,11,00,20,00
Frankie's Pizza,US,Las Vegas,2,11,00,20,00
Frankie's Pizza,US,Las Vegas,3,11,00,20,00
Frankie's Pizza,US,Las Vegas,4,11,00,21,00
Frankie's Pizza,US,Las Vegas,5,11,00,21,00
Fresh Kabob,US,Las Vegas,0,11,00,22,00
Fresh Kabob,US,Las Vegas,1,11,00,22,00
Fresh Kabob,US,Las Vegas,2,11,00,22,00
Fresh Kabob,US,Las Vegas,3,11,00,22,00
Fresh Kabob,US,Las Vegas,4,11,00,22,00
Fresh Kabob,US,Las Vegas,5,11,00,22,00
Fresh Kabob,US,Las Vegas,6,11,00,22,00
Frijoles & Frescas Grilled Tacos,US,Las Vegas,0,11,00,21,00
Frijoles & Frescas Grilled Tacos,US,Las Vegas,1,11,00,21,00
Frijoles & Frescas Grilled Tacos,US,Las Vegas,2,11,00,21,00
Frijoles & Frescas Grilled Tacos,US,Las Vegas,3,11,00,21,00
Frijoles & Frescas Grilled Tacos,US,Las Vegas,4,11,00,22,00
